,date,Net_Inflow,LOSA_dmd_SFWMM,C44RO,C43RO,Cutback,Stage,Storage,S77_Q,S308_Q,S77EW,TotRegEW,TotRegSo
31,2008-01-30,57.87853006,1946.88,51.00000003,0.0,436.4228571428571,10.014939157167602,2043900.0435509735,0.0,0,0.0,0.0,0.0
32,2008-01-31,166.5941651,2356.86,8.400000022,0.0,846.4028571428571,10.013918486942865,2043565.26371726,0.0,0,0.0,0.0,0.0
33,2008-02-01,178.2769802,2563.89,26.00000002,0.0,1053.4328571428568,9.99734939526691,2038178.3125327425,0.0,0,0.0,0.0,0.0
34,2008-02-02,355.3440252,3101.95,26.00000002,0.0,1591.4928571428568,9.97351497370363,2030789.641848125,0.0,0,0.0,0.0,0.0
35,2008-02-03,239.80515019999999,3552.41,57.00000004,126.0,2041.9528571428568,9.974394595504991,2031062.3246065471,0.0,0,0.0,0.0,0.0
36,2008-02-04,255.2169452,3967.69,25.00000001,0.0,2457.232857142857,9.97398475608142,2030935.27438524,0.0,0,0.0,0.0,0.0
37,2008-02-05,235.4216151,3872.78,0.0,0.0,2325.63,9.970734310921516,2029927.63638567,0.0,0,0.0,0.0,0.0
38,2008-02-06,191.34824509999999,3718.06,0.0,0.0,2170.91,9.953298004470225,2024522.38138577,0.0,0,0.0,0.0,0.0
39,2008-02-07,224.73055019999998,3329.61,0.0,0.0,1782.46,9.931424691567646,2017741.65438597,0.0,0,0.0,0.0,0.0
40,2008-02-08,-40.26505004,1950.6,15.0,0.0,403.4499999999998,9.913591686899775,2012213.4229389299,0.0,0,0.0,0.0,0.0
41,2008-02-09,264.14269509999997,130.2,41.00000003,0.0,0.0,9.919041936935772,2013903.0004500893,0.0,0,0.0,0.0,0.0
42,2008-02-10,262.07985519999994,1692.0,115.0000001,0.0,144.8499999999999,9.896567189319864,2006935.8286891577,0.0,0,0.0,0.0,0.0
43,2008-02-11,553.6146852999999,1508.63,160.0000001,0.0,0.0,9.88173425995631,2002337.620586456,0.0,0,0.0,0.0,0.0
44,2008-02-12,699.4416054,75.46,4.099999999,100.0,0.0,9.900056123347916,2008017.398237854,0.0,0,0.0,0.0,0.0
45,2008-02-13,3156.998107,0.0,126.0000001,312.0,0.0,9.981155770909846,2033158.2889820524,0.0,0,0.0,0.0,0.0
46,2008-02-14,4641.885875999999,0.33,428.00000030000007,300.0,0.0,10.002888787370876,2039947.5222576475,0.0,0,0.0,0.0,0.0
47,2008-02-15,2194.623741,0.32,234.0000002,912.0,0.0,10.022577009091599,2046405.2589820442,0.0,0,0.0,0.0,0.0
48,2008-02-16,833.9030705,0.31,68.00000003,478.0,0.0,10.029623024050622,2048716.3518886038,0.0,0,0.0,0.0,0.0
49,2008-02-17,1517.079976,93.3,42.00000004,450.0,0.0,10.042431489136229,2052917.5284366831,0.0,0,0.0,0.0,0.0
50,2008-02-18,1801.970081,88.74,108.0000001,410.0,0.0,10.033036162856346,2049835.8614168814,0.0,0,0.0,0.0,0.0
51,2008-02-19,1757.8768760000003,52.46,0.0,176.0,0.0,10.004157205081956,2040363.5632668815,0.0,0,0.0,0.0,0.0
52,2008-02-20,1602.092786,67.01,0.0,116.0,0.0,10.004489902642932,2040472.6880668816,0.0,0,0.0,0.0,0.0
53,2008-02-21,1534.356261,0.0,0.0,72.0,0.0,10.02469309044781,2047099.3336668815,0.0,0,0.0,0.0,0.0
54,2008-02-22,1971.6188359999999,98.8,64.00000004,200.0,0.0,10.037515025993782,2051304.9285259608,0.0,0,0.0,0.0,0.0
55,2008-02-23,1819.2066960000002,80.85,151.0000001,418.0,0.0,10.028690431375486,2048410.4614911592,0.0,0,0.0,0.0,0.0
56,2008-02-24,1741.354321,175.19,105.0000001,340.0,0.0,10.019775350187981,2045486.3148616576,0.0,0,0.0,0.0,0.0
57,2008-02-25,1835.0746960000001,320.26,63.00000002,152.0,0.0,10.026125290499076,2047569.0952836971,0.0,0,0.0,0.0,0.0
58,2008-02-26,1626.747691,230.71,124.0000001,196.0,0.0,10.026562000469193,2047712.3361538954,0.0,0,0.0,0.0,0.0
59,2008-02-27,1383.848281,87.21,63.00000002,152.0,0.0,9.950929569612693,2023788.166579935,0.0,0,0.0,0.0,0.0
60,2008-02-28,1482.943941,120.87,58.00000002,0.0,0.0,9.938303582960241,2019874.1107176747,0.0,0,0.0,0.0,0.0
61,2008-02-29,1611.355731,368.7,44.00000003,0.0,0.0,9.944179239805594,2021695.5643397341,0.0,0,0.0,0.0,0.0
62,2008-03-01,1558.554961,959.53,40.00000001,96.0,0.0,9.940622022947593,2020592.8271137539,0.0,0,0.0,0.0,0.0
63,2008-03-02,1631.924626,1505.33,69.00000004,68.0,0.0,9.941777959860753,2020951.1675568332,0.0,0,0.0,0.0,0.0
64,2008-03-03,1342.353461,1229.24,0.0,40.0,0.0,9.946270787281172,2022343.9440571633,0.0,0,0.0,0.0,0.0
65,2008-03-04,1271.820201,749.72,0.0,100.0,0.0,9.94480569534569,2021889.7655571634,0.0,0,0.0,0.0,0.0
66,2008-03-05,1555.341691,278.24,16.00000002,32.0,0.0,9.937384445949043,2019589.178244203,0.0,0,0.0,0.0,0.0
67,2008-03-06,2131.469101,32.9,0.0,0.0,0.0,9.988353341110333,2035389.535744203,0.0,0,0.0,0.0,0.0
68,2008-03-07,3117.367777,0.0,38.00000002,0.0,0.0,10.058992491308667,2058349.5371492426,0.0,0,0.0,0.0,0.0
69,2008-03-08,3414.238222,0.0,136.0000001,0.0,0.0,9.971424329553034,2030141.542161441,0.0,0,0.0,0.0,0.0
70,2008-03-09,2468.307071,38.48,510.00000030000007,208.0,0.0,9.99917720599689,2038744.933859036,0.0,0,0.0,0.0,0.0
71,2008-03-10,2631.529286,54.28,82.00000005,202.0,0.0,10.012947667290046,2043246.8348711352,0.0,0,0.0,0.0,0.0
72,2008-03-11,2422.7460760000004,0.0,49.00000004,241.0,0.0,10.037354653131752,2051252.3262272144,0.0,0,0.0,0.0,0.0
73,2008-03-12,3577.202582,0.29,100.0000001,157.0,0.0,10.043608369703485,2053303.5452627428,0.0,0,0.0,0.0,0.0
74,2008-03-13,2636.269852,100.36,74.00000004,306.0,0.0,10.037827304238482,2051407.355790222,0.0,0,0.0,0.0,0.0
75,2008-03-14,2867.248427,88.45,56.00000003,0.0,0.0,10.0475576458972,2054598.9078542816,0.0,0,0.0,0.0,0.0
76,2008-03-15,3002.939662,108.49,97.00000006,144.0,0.0,10.060587094906708,2058872.5671294006,0.0,0,0.0,0.0,0.0
77,2008-03-16,3454.225582,153.09,150.0000001,238.0,0.0,10.065264082495728,2060406.619058599,0.0,0,0.0,0.0,0.0
78,2008-03-17,3384.902257,159.32,175.0000001,134.0,0.0,10.106410697282918,2073902.7087087973,0.0,0,0.0,0.0,0.0
79,2008-03-18,3174.571917,613.16,0.0,92.0,0.0,10.104593313441761,2073306.6068088973,0.0,0,0.0,0.0,0.0
80,2008-03-19,3301.932452,2004.81,0.0,114.1,0.0,10.078306503548466,2064684.5331638972,0.0,0,0.0,0.0,0.0
81,2008-03-20,3323.750952,1136.03,0.0,28.0,0.0,10.038694234957003,2051691.7090658972,0.0,0,0.0,0.0,0.0
82,2008-03-21,3672.5295920000003,1958.44,0.0,0.0,0.0,10.024935035261882,2047178.691565897,0.0,0,0.0,0.0,0.0
83,2008-03-22,3721.720392,118.73,0.0,0.0,0.0,10.024573053548467,2047059.961563897,0.0,0,0.0,0.0,0.0
84,2008-03-23,4160.668943,0.0,0.0,0.0,0.0,10.118573053560661,2077891.9615678971,0.0,0,0.0,0.0,0.0
85,2008-03-24,3698.8109670000003,97.94,0.0,0.0,0.0,10.092274455999686,2069266.0215678972,0.0,0,0.0,0.0,0.0
86,2008-03-25,3476.9763270000003,127.48,0.0,0.0,0.0,10.065885797463102,2060610.5415678972,0.0,0,0.0,0.0,0.0
87,2008-03-26,3526.424982,143.91,29.00000003,19.0,0.0,10.087336385935844,2067646.3345869568,0.0,0,0.0,0.0,0.0
88,2008-03-27,4115.405473,233.66,3.6999999860000004,104.0,0.0,10.098153531777223,2071194.358422929,0.0,0,0.0,0.0,0.0
89,2008-03-28,3862.330707,253.33,0.0,96.0,0.0,10.100946507447954,2072110.454442929,0.0,0,0.0,0.0,0.0
90,2008-03-29,3954.464282,416.28,71.00000003,96.0,0.0,10.101240757195086,2072206.9683599884,0.0,0,0.0,0.0,0.0
91,2008-03-30,3971.224857,496.11,33.00000002,94.0,0.0,10.101300084683013,2072226.4277760282,0.0,0,0.0,0.0,0.0
92,2008-03-31,3887.4021479999997,1059.9,0.0,76.0,0.0,10.135886055112891,2083570.6260770282,0.0,0,0.0,0.0,0.0
93,2008-04-01,3775.5724179999997,1153.59,0.0,74.0,0.0,10.116066649625086,2077069.8610770283,0.0,0,0.0,0.0,0.0
94,2008-04-02,5002.803537,555.46,0.0,66.0,0.0,10.123914792003745,2079644.0517772282,0.0,0,0.0,0.0,0.0
95,2008-04-03,4981.679263,1634.48,0.0,442.0,0.0,10.15417675129338,2089569.9744242283,0.0,0,0.0,0.0,0.0
96,2008-04-04,4631.432833,2489.69,0.0,216.0,0.0,10.17338416844277,2095870.0072492282,0.0,0,0.0,0.0,0.0
97,2008-04-05,4451.747568,2521.2,0.0,86.0,0.0,10.148095492528135,2087575.3215492282,0.0,0,0.0,0.0,0.0
98,2008-04-06,4930.762818,349.33,0.0,86.0,0.0,10.172563976695818,2095600.9843562283,0.0,0,0.0,0.0,0.0
99,2008-04-07,9174.104039,0.0,62.00000005,952.0,0.0,10.29839778527234,2136874.4735693275,0.0,0,0.0,0.0,0.0
100,2008-04-08,7666.822554,0.0,93.00000007,1304.0,0.0,10.32277224395569,2144869.296017466,0.0,0,0.0,0.0,0.0
101,2008-04-09,5517.422613000001,0.0,87.00000005,682.0,0.0,10.345115126279163,2152197.7614195654,0.0,0,0.0,0.0,0.0
102,2008-04-10,5214.681008,117.04,0.0,1016.0,0.0,10.348670482376724,2153363.9182195654,0.0,0,0.0,0.0,0.0
103,2008-04-11,5967.419259,121.86,0.0,776.0,0.0,10.353529275090139,2154957.6022295654,0.0,0,0.0,0.0,0.0
104,2008-04-12,5042.691723,114.47,0.0,642.0,0.0,10.32760375938892,2146454.0330795655,0.0,0,0.0,0.0,0.0
105,2008-04-13,5111.162143,0.91,12.0,465.0,0.0,10.314288005036175,2142086.4656518656,0.0,0,0.0,0.0,0.0
106,2008-04-14,4823.653818,125.35,35.00000001,412.0,0.0,10.288967308054529,2133781.2770418855,0.0,0,0.0,0.0,0.0
107,2008-04-15,4541.104243,138.87,2.500000018,166.0,0.0,10.235395791615614,2116209.8196499213,0.0,0,0.0,0.0,0.0
108,2008-04-16,3621.7916630000004,259.11,1.6000000159999999,9.6,0.0,10.230547768624858,2114619.668108953,0.0,0,0.0,0.0,0.0
109,2008-04-17,3697.7200420000004,668.79,0.0,0.0,0.0,10.214733732649247,2109432.664308953,0.0,0,0.0,0.0,0.0
110,2008-04-18,3831.467447,2240.98,0.0,0.0,0.0,10.232875084783393,2115383.027808953,0.0,0,0.0,0.0,0.0
111,2008-04-19,3623.6759869999996,3317.7,41.00000003,0.0,29.721428571428078,10.227939270574952,2113764.080748584,0.0,0,0.0,0.0,0.0
112,2008-04-20,2964.777122,1673.62,81.00000004,0.0,0.0,10.212046230895316,2108551.1637336635,0.0,0,0.0,0.0,0.0
113,2008-04-21,2484.313916,4047.86,73.00000003,0.0,759.8814285714284,10.198192879125898,2104007.2643532944,0.0,0,0.0,0.0,0.0
114,2008-04-22,2186.2533710000002,4694.29,5.300000002,0.0,1113.4757142857138,10.188450572446904,2100811.787762584,0.0,0,0.0,0.0,0.0
115,2008-04-23,1862.0106260000002,5148.01,0.0,0.0,1567.195714285714,10.154899530874603,2089807.04612687,0.0,0,0.0,0.0,0.0
116,2008-04-24,1766.663781,4726.18,0.0,0.0,1145.3657142857141,10.146046342656968,2086903.2003914856,0.0,0,0.0,0.0,0.0
117,2008-04-25,1739.8865309999999,6401.38,0.0,0.0,2820.565714285714,10.132724924407839,2082533.7752057712,0.0,0,0.0,0.0,0.0
118,2008-04-26,1635.514761,7250.07,0.0,0.0,3669.2557142857136,10.100444411341638,2071945.766920057,0.0,0,0.0,0.0,0.0
119,2008-04-27,1629.683271,6626.22,0.0,0.0,3045.405714285714,10.08498468333641,2066874.9761343426,0.0,0,0.0,0.0,0.0
120,2008-04-28,891.9402802000001,5556.12,0.0,0.0,1975.3057142857137,10.037102252130573,2051169.5386988283,0.0,0,0.0,0.0,0.0
121,2008-04-29,1083.506711,5232.94,27.0,0.0,1393.3114285714282,9.995749389104516,2037682.3106223997,0.0,0,0.0,0.0,0.0
122,2008-04-30,921.9308006000001,6788.62,27.0,0.0,2948.9914285714285,9.954360067892164,2024851.621046571,0.0,0,0.0,0.0,0.0
123,2008-05-01,822.2995956,8564.24,0.0,0.0,4724.611428571428,9.943223591854007,2021399.3134747425,0.0,0,0.0,0.0,0.0
124,2008-05-02,832.9509904,7863.39,0.0,0.0,4023.761428571429,9.896409167592626,2006886.841953714,0.0,0,0.0,0.0,0.0
125,2008-05-03,1018.84461,6754.32,0.0,0.0,2914.6914285714283,9.847355125426727,1991680.0888822854,0.0,0,0.0,0.0,0.0
126,2008-05-04,1005.9915300000001,5888.75,6.300000017,0.0,2049.1214285714286,9.807083782396422,1979195.9725428906,0.0,0,0.0,0.0,0.0
127,2008-05-05,859.4108806,7755.91,0.0,0.0,3916.2814285714285,9.752980920005587,1962424.085201732,0.0,0,0.0,0.0,0.0
128,2008-05-06,881.1103706,9472.58,0.0,0.0,5446.972857142857,9.719937659464435,1952180.674433975,0.0,0,0.0,0.0,0.0
129,2008-05-07,1265.453166,8759.24,8.900000012000001,0.0,4733.632857142857,9.701572169271424,1946487.3724741417,0.0,0,0.0,0.0,0.0
130,2008-05-08,691.7654607000001,5563.86,0.0,0.0,1538.252857142856,9.69968233009995,1945901.5223309845,0.0,0,0.0,0.0,0.0
131,2008-05-09,510.41405530000003,6981.25,22.0,0.0,2955.6428571428564,9.701141902157184,1946353.9896687274,0.0,0,0.0,0.0,0.0
132,2008-05-10,1063.770886,9798.7,61.00000003,0.0,5773.092857142858,9.659613337980419,1933480.1347739298,0.0,0,0.0,0.0,0.0
133,2008-05-11,1580.631316,9630.72,66.00000003,0.0,5605.112857142856,9.610891800206877,1918376.4580641321,0.0,0,0.0,0.0,0.0
134,2008-05-12,697.8349704,11096.73,19.00000003,0.0,7071.122857142856,9.538807921353982,1896030.4556197345,0.0,0,0.0,0.0,0.0
135,2008-05-13,688.1356556,10583.75,66.00000003,348.0,6496.071428571428,9.526281725422468,1892147.3348809653,0.0,0,0.0,0.0,0.0
136,2008-05-14,641.9399406,10153.16,0.0,0.0,6065.481428571428,9.497975768740764,1883372.4883096367,0.0,0,0.0,0.0,0.0
137,2008-05-15,222.7668852,10004.32,0.0,0.0,5916.641428571428,9.455665279801316,1870256.2367384082,0.0,0,0.0,0.0,0.0
138,2008-05-16,363.33753019999995,10068.62,0.0,0.0,5980.941428571429,9.390887708594128,1850175.1896641797,0.0,0,0.0,0.0,0.0
139,2008-05-17,544.2525653,11216.43,75.00000006,0.0,7128.751428571429,9.337083709216678,1833495.9498571702,0.0,0,0.0,0.0,0.0
140,2008-05-18,717.2534354,11676.12,61.00000003,0.0,7588.441428571429,9.298383933981293,1821499.0195342011,0.0,0,0.0,0.0,0.0
141,2008-05-19,718.2848552999999,7572.47,0.0,0.0,3484.7914285714287,9.264387974074427,1810960.2719630725,0.0,0,0.0,0.0,0.0
142,2008-05-20,617.1660254,8077.28,0.0,0.0,4116.808571428571,9.235476885596455,1801997.834534901,0.0,0,0.0,0.0,0.0
143,2008-05-21,722.6683905,8736.01,15.0,0.0,4775.538571428571,9.187389775353225,1787090.8303594994,0.0,0,0.0,0.0,0.0
144,2008-05-22,348.0249102,515.46,0.0,0.0,0.0,9.210459112450321,1794242.3248595994,0.0,0,0.0,0.0,0.0
145,2008-05-23,101.7337151,725.47,102.0000001,0.0,0.0,9.22283181489967,1798077.8626188978,0.0,0,0.0,0.0,0.0
146,2008-05-24,386.62382030000003,1056.59,161.0000001,0.0,0.0,9.214984685639987,1795645.2525483961,0.0,0,0.0,0.0,0.0
147,2008-05-25,338.6231202,5747.07,149.0000001,0.0,1786.5985714285707,9.23820898906201,1802844.786609223,0.0,0,0.0,0.0,0.0
148,2008-05-26,422.2474803,6354.57,108.0000001,0.0,2394.0985714285707,9.198329061810162,1790482.00916115,0.0,0,0.0,0.0,0.0
149,2008-05-27,-43.39898007,5865.19,177.0000001,0.0,2302.9185714285704,9.153720862118409,1776653.467256707,0.0,0,0.0,0.0,0.0
150,2008-05-28,127.9952551,5186.7,114.0000001,0.0,1624.4285714285706,9.115195833965917,1764710.708529434,0.0,0,0.0,0.0,0.0
151,2008-05-29,-40.30472003,7316.23,0.0,0.0,3753.9585714285704,9.068511608228492,1750238.5985508326,0.0,0,0.0,0.0,0.0
152,2008-05-30,-175.7381001,7144.09,33.00000002,0.0,3581.818571428571,9.038654697866454,1740982.9563386007,0.0,0,0.0,0.0,0.0
153,2008-05-31,104.5304501,5965.52,5.799999992,0.0,2403.2485714285713,8.997060164769627,1728159.2071241133,0.0,0,0.0,0.0,0.0
154,2008-06-01,407.3117253,8904.39,0.0,0.0,5342.11857142857,8.960800821838609,1717789.035045842,0.0,0,0.0,0.0,0.0
155,2008-06-02,392.3561352,3109.0,38.00000002,0.0,0.0,8.91763464490588,1705443.5084430815,0.0,0,0.0,0.0,0.0
156,2008-06-03,-27.51114501,5192.72,63.00000002,0.0,1757.1057142857144,8.900852347830059,1700643.7714793968,0.0,0,0.0,0.0,0.0
157,2008-06-04,-77.35650005,8541.34,80.00000006,0.0,5105.725714285714,8.881798191058571,1695194.2826427515,0.0,0,0.0,0.0,0.0
158,2008-06-05,66.18939501,9488.3,53.00000002,0.0,6052.685714285713,8.856247469615688,1687886.776310087,0.0,0,0.0,0.0,0.0
159,2008-06-06,349.3340202,10406.6,39.00000003,0.0,6970.9857142857145,8.809559379236477,1674533.9824616322,0.0,0,0.0,0.0,0.0
160,2008-06-07,12.29769997,11274.76,87.00000005,0.0,7839.145714285714,8.747516151688766,1656789.619382987,0.0,0,0.0,0.0,0.0
161,2008-06-08,110.08425,9774.86,49.00000004,0.0,6339.245714285715,8.688088625535148,1639793.3469030522,0.0,0,0.0,0.0,0.0
162,2008-06-09,-8.330699982,213.7,0.0,14.0,0.0,8.639780886011783,1625977.33339937,0.0,0,0.0,0.0,0.0
163,2008-06-10,-80.03422507,458.54,51.00000003,47.0,0.0,8.61895909310965,1620022.3006293597,0.0,0,0.0,0.0,0.0
164,2008-06-11,588.7424704,3583.08,29.00000003,493.0,318.4371428571426,8.591296690528239,1612110.8534910763,0.0,0,0.0,0.0,0.0
165,2008-06-12,135.3540401,1465.79,16.00000002,0.0,0.0,8.571274140144112,1606384.4040812158,0.0,0,0.0,0.0,0.0
166,2008-06-13,-21.67965502,3720.39,53.00000002,0.0,1346.1042857142857,8.552362153216608,1600975.5758199499,0.0,0,0.0,0.0,0.0
167,2008-06-14,409.9101102,3468.96,103.0000001,0.0,1094.6742857142858,8.524549978678541,1593021.2939020626,0.0,0,0.0,0.0,0.0
168,2008-06-15,580.6101204,754.76,74.00000004,0.0,0.0,8.506736142061335,1587926.536629542,0.0,0,0.0,0.0,0.0
169,2008-06-16,203.07073019999999,41.84,64.00000004,186.0,0.0,8.511277834925949,1589225.4607888213,0.0,0,0.0,0.0,0.0
170,2008-06-17,873.6325756000001,850.68,77.00000005,479.0,0.0,8.487673246793474,1582449.8950765205,0.0,0,0.0,0.0,0.0
171,2008-06-18,108.6958001,3.32,70.00000006,69.0,0.0,8.505026988135453,1587437.7186067395,0.0,0,0.0,0.0,0.0
172,2008-06-19,790.4247504,79.1,117.0000001,78.0,0.0,8.504367114944538,1587248.994874138,0.0,0,0.0,0.0,0.0
173,2008-06-20,818.2532552,1043.94,153.0000001,40.0,0.0,8.509436870676701,1588698.9450135364,0.0,0,0.0,0.0,0.0
174,2008-06-21,968.0273404,0.0,199.0000001,594.0,0.0,8.516612563527044,1590751.1931687347,0.0,0,0.0,0.0,0.0
175,2008-06-22,641.9201052999999,0.0,76.00000004,402.0,0.0,8.527573795699698,1593886.105570114,0.0,0,0.0,0.0,0.0
176,2008-06-23,2003.4341760000002,0.0,106.0000001,959.0,0.0,8.560748066178714,1603373.9469271123,0.0,0,0.0,0.0,0.0
177,2008-06-24,1472.570236,726.76,266.0000002,1599.0,0.0,8.611359315316465,1617848.764180509,0.0,0,0.0,0.0,0.0
178,2008-06-25,1618.238476,554.31,171.0000001,1565.0,0.0,8.616982322481494,1619456.9442297074,0.0,0,0.0,0.0,0.0
179,2008-06-26,2370.500686,0.0,124.0000001,1394.0,0.0,8.732835678794077,1652591.0041351058,0.0,0,0.0,0.0,0.0
180,2008-06-27,3022.7151559999998,72.55,23.00000001,2048.0,0.0,8.81393291182911,1675784.8127831256,0.0,0,0.0,0.0,0.0
181,2008-06-28,3113.559456,469.27,14.00000003,2349.0,0.0,8.829257399316486,1680167.616204515,0.0,0,0.0,0.0,0.0
182,2008-06-29,2794.354801,1360.57,197.0000001,1982.0,0.0,8.850251870859138,1686172.0350657133,0.0,0,0.0,0.0,0.0
183,2008-06-30,3630.6380710000003,0.0,320.0000002,1684.0,0.0,8.893364354528357,1698502.20539511,0.0,0,0.0,0.0,0.0
184,2008-07-01,3361.655637,0.0,171.0000001,1447.0,0.0,8.98575099411996,1724924.7843183083,0.0,0,0.0,0.0,0.0
185,2008-07-02,4359.494981,0.0,345.0000002,1695.0,0.0,9.099424456534532,1759821.581525705,0.0,0,0.0,0.0,0.0
186,2008-07-03,7214.148183,0.0,414.0000004,1591.0,0.0,9.133404534951609,1770355.4058349985,0.0,0,0.0,0.0,0.0
187,2008-07-04,6867.392712999999,0.0,177.0000001,1200.0,0.0,9.173957169011281,1782926.722393497,0.0,0,0.0,0.0,0.0
188,2008-07-05,5505.7199630000005,0.28,425.00000030000007,1205.0,0.0,9.199952533429329,1790985.2853630919,0.0,0,0.0,0.0,0.0
189,2008-07-06,4764.5653520000005,0.0,426.0000004,1518.0,0.0,9.238173935035114,1802833.9198608852,0.0,0,0.0,0.0,0.0
190,2008-07-07,7444.611048000001,0.3,240.00000010000002,1080.0,0.0,9.298147927329302,1821425.8574720835,0.0,0,0.0,0.0,0.0
191,2008-07-08,6859.1215170000005,0.26,352.0000002,1954.0,0.0,9.330510989180032,1831458.4066458102,0.0,0,0.0,0.0,0.0
192,2008-07-09,6040.769087,148.75,349.0000002,2503.0,0.0,9.346755210368409,1836494.115214207,0.0,0,0.0,0.0,0.0
193,2008-07-10,4516.528677,149.64,355.0000003,1021.0,0.0,9.361381435512264,1841028.245008802,0.0,0,0.0,0.0,0.0
194,2008-07-11,3959.760227,362.64,319.0000002,572.0,0.0,9.34011634795548,1834436.0678661987,0.0,0,0.0,0.0,0.0
195,2008-07-12,3967.1983520000003,0.22,36.00000002,984.0,0.0,9.345736990455608,1836178.4670412384,0.0,0,0.0,0.0,0.0
196,2008-07-13,7155.337406999999,0.0,351.0000002,2499.0,0.0,9.360823402479145,1840855.254768535,0.0,0,0.0,0.0,0.0
197,2008-07-14,7376.735678,0.0,357.0000002,3919.0,0.0,9.387563479425586,1849144.6786219317,0.0,0,0.0,0.0,0.0
